LOCATION,SUBJECT,MEASURE,TIME,Value
AUS,POULTRY,KG_CAP,1998,27.17069992
AUS,POULTRY,KG_CAP,1999,27.45078135
AUS,POULTRY,KG_CAP,2000,29.19249231
AUS,POULTRY,KG_CAP,2001,28.77354597
AUS,POULTRY,KG_CAP,2002,31.94918767
AUS,POULTRY,KG_CAP,2003,30.86740123
AUS,POULTRY,KG_CAP,2004,32.31550356
AUS,POULTRY,KG_CAP,2005,33.58058326
AUS,POULTRY,KG_CAP,2006,35.05006452
AUS,POULTRY,KG_CAP,2007,34.670484
AUS,POULTRY,KG_CAP,2008,33.20141749
AUS,POULTRY,KG_CAP,2009,33.5478125
AUS,POULTRY,KG_CAP,2010,37.63066646
AUS,POULTRY,KG_CAP,2011,39.4917753
AUS,POULTRY,KG_CAP,2012,40.30562166
AUS,POULTRY,KG_CAP,2013,40.13447575
AUS,POULTRY,KG_CAP,2014,40.8019175
AUS,POULTRY,KG_CAP,2015,41.23261363
AUS,POULTRY,KG_CAP,2016,43.5873593
AUS,POULTRY,KG_CAP,2017,44.46783575
AUS,POULTRY,KG_CAP,2018,45.14589246
AUS,POULTRY,KG_CAP,2019,45.53294152
AUS,POULTRY,KG_CAP,2020,45.74685174
AUS,POULTRY,KG_CAP,2021,45.81702452
AUS,POULTRY,KG_CAP,2022,45.97498527
AUS,POULTRY,KG_CAP,2023,46.07375154
AUS,POULTRY,KG_CAP,2024,46.20816957
AUS,POULTRY,KG_CAP,2025,46.30641882
AUS,POULTRY,KG_CAP,2026,46.33791562
AUS,SHEEP,KG_CAP,1990,18.86177628
AUS,SHEEP,KG_CAP,1991,19.26238548
AUS,SHEEP,KG_CAP,1992,17.82159386
AUS,SHEEP,KG_CAP,1993,17.35675736
AUS,SHEEP,KG_CAP,1994,18.36657075
AUS,SHEEP,KG_CAP,1995,15.00545522
AUS,SHEEP,KG_CAP,1996,14.69112654
AUS,SHEEP,KG_CAP,1997,14.96019576
AUS,SHEEP,KG_CAP,1998,15.37533937
AUS,SHEEP,KG_CAP,1999,15.15436115
AUS,SHEEP,KG_CAP,2000,16.26876886
AUS,SHEEP,KG_CAP,2001,14.88896355
AUS,SHEEP,KG_CAP,2002,13.69932962
AUS,SHEEP,KG_CAP,2003,12.08448041
AUS,SHEEP,KG_CAP,2004,11.92095205
AUS,SHEEP,KG_CAP,2005,11.93546913
AUS,SHEEP,KG_CAP,2006,12.32227898
AUS,SHEEP,KG_CAP,2007,12.55087352
AUS,SHEEP,KG_CAP,2008,10.97233226
AUS,SHEEP,KG_CAP,2009,10.32414401
AUS,SHEEP,KG_CAP,2010,8.969861448
AUS,SHEEP,KG_CAP,2011,8.044461783
AUS,SHEEP,KG_CAP,2012,8.720105015
AUS,SHEEP,KG_CAP,2013,8.716901165
AUS,SHEEP,KG_CAP,2014,8.107499586
AUS,SHEEP,KG_CAP,2015,9.331542874
AUS,SHEEP,KG_CAP,2016,8.550365388
AUS,SHEEP,KG_CAP,2017,8.537929538
AUS,SHEEP,KG_CAP,2018,8.721526945
AUS,SHEEP,KG_CAP,2019,8.703678917
AUS,SHEEP,KG_CAP,2020,8.670559816
AUS,SHEEP,KG_CAP,2021,8.643369283
AUS,SHEEP,KG_CAP,2022,8.606748727
AUS,SHEEP,KG_CAP,2023,8.575068295
AUS,SHEEP,KG_CAP,2024,8.547056488
AUS,SHEEP,KG_CAP,2025,8.525495271
AUS,SHEEP,KG_CAP,2026,8.579965349
CAN,BEEF,KG_CAP,1990,24.89209195
CAN,BEEF,KG_CAP,1991,24.34673794
CAN,BEEF,KG_CAP,1992,23.72147578
CAN,BEEF,KG_CAP,1993,22.69923619
CAN,BEEF,KG_CAP,1994,23.11781332
CAN,BEEF,KG_CAP,1995,23.20123246
CAN,BEEF,KG_CAP,1996,22.94454737
CAN,BEEF,KG_CAP,1997,23.00682546
CAN,BEEF,KG_CAP,1998,23.28368068
CAN,BEEF,KG_CAP,1999,23.70778695
CAN,BEEF,KG_CAP,2000,23.3240591
CAN,BEEF,KG_CAP,2001,22.4189051
CAN,BEEF,KG_CAP,2002,22.33591869
CAN,BEEF,KG_CAP,2003,23.57415561
CAN,BEEF,KG_CAP,2004,22.63740914
CAN,BEEF,KG_CAP,2005,21.93146759
CAN,BEEF,KG_CAP,2006,21.6617472
CAN,BEEF,KG_CAP,2007,22.11093112
CAN,BEEF,KG_CAP,2008,21.45689865
CAN,BEEF,KG_CAP,2009,20.43357961
CAN,BEEF,KG_CAP,2010,20.20361322
CAN,BEEF,KG_CAP,2011,19.71388037
CAN,BEEF,KG_CAP,2012,19.8217058
CAN,BEEF,KG_CAP,2013,19.5716168
CAN,BEEF,KG_CAP,2014,18.11378712
CAN,BEEF,KG_CAP,2015,16.68019342
CAN,BEEF,KG_CAP,2016,17.36913347
CAN,BEEF,KG_CAP,2017,18.35833987
CAN,BEEF,KG_CAP,2018,18.2022118
CAN,BEEF,KG_CAP,2019,18.29682392
CAN,BEEF,KG_CAP,2020,18.49557028
CAN,BEEF,KG_CAP,2021,18.45390785
CAN,BEEF,KG_CAP,2022,18.42691831
CAN,BEEF,KG_CAP,2023,18.44592679
CAN,BEEF,KG_CAP,2024,18.3896574
CAN,BEEF,KG_CAP,2025,18.29304866
CAN,BEEF,KG_CAP,2026,18.00433953
CAN,PIG,KG_CAP,1990,20.50646653
CAN,PIG,KG_CAP,1991,20.27555479
CAN,PIG,KG_CAP,1992,22.24032912
CAN,PIG,KG_CAP,1993,21.64832991
CAN,PIG,KG_CAP,1994,22.2636544
CAN,PIG,KG_CAP,1995,21.79257665
CAN,PIG,KG_CAP,1996,20.38568141
CAN,PIG,KG_CAP,1997,19.94867814
CAN,PIG,KG_CAP,1998,22.50277955
CAN,PIG,KG_CAP,1999,23.57760182
CAN,PIG,KG_CAP,2000,22.49365324
CAN,PIG,KG_CAP,2001,22.72339205
CAN,PIG,KG_CAP,2002,21.8744518
CAN,PIG,KG_CAP,2003,19.74318813
CAN,PIG,KG_CAP,2004,20.93767449
CAN,PIG,KG_CAP,2005,18.09592926
CAN,PIG,KG_CAP,2006,18.39948784
CAN,PIG,KG_CAP,2007,19.66391463
CAN,PIG,KG_CAP,2008,18.68658802
CAN,PIG,KG_CAP,2009,18.48143629
CAN,PIG,KG_CAP,2010,17.29490265
CAN,PIG,KG_CAP,2011,16.76719295
CAN,PIG,KG_CAP,2012,17.461595
CAN,PIG,KG_CAP,2013,16.37481702
CAN,PIG,KG_CAP,2014,16.17275452
CAN,PIG,KG_CAP,2015,17.73553018
CAN,PIG,KG_CAP,2016,16.94705307
CAN,PIG,KG_CAP,2017,15.85679995
CAN,PIG,KG_CAP,2018,15.40090819
CAN,PIG,KG_CAP,2019,16.73406232
CAN,PIG,KG_CAP,2020,16.49222351
CAN,PIG,KG_CAP,2021,15.99394011
CAN,PIG,KG_CAP,2022,15.2914186
CAN,PIG,KG_CAP,2023,15.56004135
CAN,PIG,KG_CAP,2024,16.40787494
CAN,PIG,KG_CAP,2025,16.17835592
CAN,PIG,KG_CAP,2026,16.19304668
CAN,POULTRY,KG_CAP,1990,25.86520729
CAN,POULTRY,KG_CAP,1991,25.83169151
CAN,POULTRY,KG_CAP,1992,25.8582039
CAN,POULTRY,KG_CAP,1993,26.39868372
CAN,POULTRY,KG_CAP,1994,28.03369197
CAN,POULTRY,KG_CAP,1995,27.78857088
CAN,POULTRY,KG_CAP,1996,27.616084
CAN,POULTRY,KG_CAP,1997,28.04830569
CAN,POULTRY,KG_CAP,1998,28.6064354
CAN,POULTRY,KG_CAP,1999,29.80001872
CAN,POULTRY,KG_CAP,2000,31.21647474
CAN,POULTRY,KG_CAP,2001,32.32502881
CAN,POULTRY,KG_CAP,2002,32.61511799
CAN,POULTRY,KG_CAP,2003,32.75129096
CAN,POULTRY,KG_CAP,2004,32.91918887
CAN,POULTRY,KG_CAP,2005,33.12916825
CAN,POULTRY,KG_CAP,2006,33.46157152
CAN,POULTRY,KG_CAP,2007,33.59263105
CAN,POULTRY,KG_CAP,2008,33.75759603
CAN,POULTRY,KG_CAP,2009,33.25105198
CAN,POULTRY,KG_CAP,2010,32.85540204
CAN,POULTRY,KG_CAP,2011,31.82889529
CAN,POULTRY,KG_CAP,2012,31.5427592
CAN,POULTRY,KG_CAP,2013,31.88451749
CAN,POULTRY,KG_CAP,2014,32.68614426
CAN,POULTRY,KG_CAP,2015,34.10655787
CAN,POULTRY,KG_CAP,2016,34.81680218
CAN,POULTRY,KG_CAP,2017,34.89126476
CAN,POULTRY,KG_CAP,2018,34.66854985
CAN,POULTRY,KG_CAP,2019,34.75922111
CAN,POULTRY,KG_CAP,2020,34.73769919
CAN,POULTRY,KG_CAP,2021,34.79375561
CAN,POULTRY,KG_CAP,2022,34.86371259
CAN,POULTRY,KG_CAP,2023,35.05132895
CAN,POULTRY,KG_CAP,2024,35.26321652
CAN,POULTRY,KG_CAP,2025,35.39628587
CAN,POULTRY,KG_CAP,2026,35.52123425
CAN,SHEEP,KG_CAP,1990,0.730405561
CAN,SHEEP,KG_CAP,1991,0.764272223
CAN,SHEEP,KG_CAP,1992,0.74114821
CAN,SHEEP,KG_CAP,1993,0.752332884
CAN,SHEEP,KG_CAP,1994,0.723221435
CAN,SHEEP,KG_CAP,1995,0.713323289
CAN,SHEEP,KG_CAP,1996,0.664067854
CAN,SHEEP,KG_CAP,1997,0.651948044
CAN,SHEEP,KG_CAP,1998,0.730094276
CAN,SHEEP,KG_CAP,1999,0.753867099
CAN,SHEEP,KG_CAP,2000,0.829785698
CAN,SHEEP,KG_CAP,2001,0.911196365
CAN,SHEEP,KG_CAP,2002,0.910415471
CAN,SHEEP,KG_CAP,2003,0.952507759
CAN,SHEEP,KG_CAP,2004,0.973777595
CAN,SHEEP,KG_CAP,2005,0.982951162
CAN,SHEEP,KG_CAP,2006,1.066423447
CAN,SHEEP,KG_CAP,2007,1.070975244
CAN,SHEEP,KG_CAP,2008,1.024720129
CAN,SHEEP,KG_CAP,2009,1.013341834
CAN,SHEEP,KG_CAP,2010,0.954364265
CAN,SHEEP,KG_CAP,2011,0.932547495
CAN,SHEEP,KG_CAP,2012,0.84875163
CAN,SHEEP,KG_CAP,2013,0.879485148
CAN,SHEEP,KG_CAP,2014,0.924069666
CAN,SHEEP,KG_CAP,2015,0.909873857
CAN,SHEEP,KG_CAP,2016,0.930115655
CAN,SHEEP,KG_CAP,2017,0.885564286
CAN,SHEEP,KG_CAP,2018,0.881422108
CAN,SHEEP,KG_CAP,2019,0.882453621
CAN,SHEEP,KG_CAP,2020,0.875018356
CAN,SHEEP,KG_CAP,2021,0.868279757
CAN,SHEEP,KG_CAP,2022,0.861160195
CAN,SHEEP,KG_CAP,2023,0.854857956
CAN,SHEEP,KG_CAP,2024,0.848435414
CAN,SHEEP,KG_CAP,2025,0.854434505
CAN,SHEEP,KG_CAP,2026,0.852247194
JPN,BEEF,KG_CAP,1990,6.111035332
JPN,BEEF,KG_CAP,1991,6.517054861
JPN,BEEF,KG_CAP,1992,6.766243582
JPN,BEEF,KG_CAP,1993,7.406406985
JPN,BEEF,KG_CAP,1994,8.129089705
JPN,BEEF,KG_CAP,1995,8.535522093
JPN,BEEF,KG_CAP,1996,8.084060094
JPN,BEEF,KG_CAP,1997,8.191633027
JPN,BEEF,KG_CAP,1998,8.307415038
JPN,BEEF,KG_CAP,1999,8.29381568
JPN,BEEF,KG_CAP,2000,8.742209362
JPN,BEEF,KG_CAP,2001,7.126961724
JPN,BEEF,KG_CAP,2002,7.221160274
JPN,BEEF,KG_CAP,2003,7.064563399
JPN,BEEF,KG_CAP,2004,7.040784944
JPN,BEEF,KG_CAP,2005,6.300510714
JPN,BEEF,KG_CAP,2006,6.25016675
JPN,BEEF,KG_CAP,2007,6.442418101
JPN,BEEF,KG_CAP,2008,6.446809914
JPN,BEEF,KG_CAP,2009,6.553640699
JPN,BEEF,KG_CAP,2010,6.771114834
JPN,BEEF,KG_CAP,2011,6.788026049
JPN,BEEF,KG_CAP,2012,6.798861232
JPN,BEEF,KG_CAP,2013,6.797340983
JPN,BEEF,KG_CAP,2014,6.761354533
JPN,BEEF,KG_CAP,2015,6.564992868
JPN,BEEF,KG_CAP,2016,6.597658032
JPN,BEEF,KG_CAP,2017,6.617494539
JPN,BEEF,KG_CAP,2018,6.656651503
JPN,BEEF,KG_CAP,2019,6.657268195
JPN,BEEF,KG_CAP,2020,6.678657888
JPN,BEEF,KG_CAP,2021,6.701447625
JPN,BEEF,KG_CAP,2022,6.72546801
JPN,BEEF,KG_CAP,2023,6.753030702
JPN,BEEF,KG_CAP,2024,6.778398561
JPN,BEEF,KG_CAP,2025,6.808254442
JPN,BEEF,KG_CAP,2026,6.844875413
JPN,PIG,KG_CAP,1990,13.21900597
JPN,PIG,KG_CAP,1991,13.23926698
JPN,PIG,KG_CAP,1992,13.23331214
JPN,PIG,KG_CAP,1993,13.11437952
JPN,PIG,KG_CAP,1994,13.18016213
JPN,PIG,KG_CAP,1995,13.22634916
JPN,PIG,KG_CAP,1996,13.88015681
JPN,PIG,KG_CAP,1997,12.88024036
JPN,PIG,KG_CAP,1998,12.77177108
JPN,PIG,KG_CAP,1999,13.05350815
JPN,PIG,KG_CAP,2000,13.52493752
JPN,PIG,KG_CAP,2001,13.84753962
JPN,PIG,KG_CAP,2002,14.52160822
JPN,PIG,KG_CAP,2003,14.2838668
JPN,PIG,KG_CAP,2004,15.22211774
JPN,PIG,KG_CAP,2005,15.10979674
JPN,PIG,KG_CAP,2006,14.13684084
JPN,PIG,KG_CAP,2007,14.40083335
JPN,PIG,KG_CAP,2008,14.64757982
JPN,PIG,KG_CAP,2009,14.29396124
JPN,PIG,KG_CAP,2010,14.48598274
JPN,PIG,KG_CAP,2011,14.74061501
JPN,PIG,KG_CAP,2012,14.66183572
JPN,PIG,KG_CAP,2013,14.6410454
JPN,PIG,KG_CAP,2014,14.83713858
JPN,PIG,KG_CAP,2015,15.0516501
JPN,PIG,KG_CAP,2016,15.35339088
JPN,PIG,KG_CAP,2017,15.41374499
JPN,PIG,KG_CAP,2018,15.36354911
JPN,PIG,KG_CAP,2019,15.3847227
JPN,PIG,KG_CAP,2020,15.39247454
JPN,PIG,KG_CAP,2021,15.3997413
JPN,PIG,KG_CAP,2022,15.41039618
JPN,PIG,KG_CAP,2023,15.43865837
JPN,PIG,KG_CAP,2024,15.45339132
JPN,PIG,KG_CAP,2025,15.47598144
JPN,PIG,KG_CAP,2026,15.54401836
JPN,POULTRY,KG_CAP,1990,12.84486466
JPN,POULTRY,KG_CAP,1991,12.05542181
JPN,POULTRY,KG_CAP,1992,12.40775686
JPN,POULTRY,KG_CAP,1993,12.15125736
JPN,POULTRY,KG_CAP,1994,12.16287378
JPN,POULTRY,KG_CAP,1995,12.43652713
JPN,POULTRY,KG_CAP,1996,12.5485314
JPN,POULTRY,KG_CAP,1997,12.30719261
JPN,POULTRY,KG_CAP,1998,12.13306652
JPN,POULTRY,KG_CAP,1999,12.1850367
JPN,POULTRY,KG_CAP,2000,12.20101832
JPN,POULTRY,KG_CAP,2001,12.14668027
JPN,POULTRY,KG_CAP,2002,12.02442253
JPN,POULTRY,KG_CAP,2003,12.00035687
JPN,POULTRY,KG_CAP,2004,11.09414451
JPN,POULTRY,KG_CAP,2005,11.49007967
JPN,POULTRY,KG_CAP,2006,12.00006519
JPN,POULTRY,KG_CAP,2007,11.87090469
JPN,POULTRY,KG_CAP,2008,11.95740112
JPN,POULTRY,KG_CAP,2009,12.27914202
JPN,POULTRY,KG_CAP,2010,12.66132035
JPN,POULTRY,KG_CAP,2011,12.33751938
JPN,POULTRY,KG_CAP,2012,13.12125176
JPN,POULTRY,KG_CAP,2013,13.10059355
JPN,POULTRY,KG_CAP,2014,13.48095649
JPN,POULTRY,KG_CAP,2015,14.03609023
JPN,POULTRY,KG_CAP,2016,14.07316831
JPN,POULTRY,KG_CAP,2017,14.2707861
JPN,POULTRY,KG_CAP,2018,14.4885771
JPN,POULTRY,KG_CAP,2019,14.52605217
JPN,POULTRY,KG_CAP,2020,14.54295937
JPN,POULTRY,KG_CAP,2021,14.5512055
JPN,POULTRY,KG_CAP,2022,14.60386258
JPN,POULTRY,KG_CAP,2023,14.63891779
JPN,POULTRY,KG_CAP,2024,14.68780086
JPN,POULTRY,KG_CAP,2025,14.73266668
JPN,POULTRY,KG_CAP,2026,14.76833973
JPN,SHEEP,KG_CAP,1990,0.75669645
JPN,SHEEP,KG_CAP,1991,0.772784737
JPN,SHEEP,KG_CAP,1992,0.811072174
JPN,SHEEP,KG_CAP,1993,0.683020401
JPN,SHEEP,KG_CAP,1994,0.571794327
JPN,SHEEP,KG_CAP,1995,0.585048734
JPN,SHEEP,KG_CAP,1996,0.504681216
JPN,SHEEP,KG_CAP,1997,0.444474214
JPN,SHEEP,KG_CAP,1998,0.425857203
JPN,SHEEP,KG_CAP,1999,0.357453177
JPN,SHEEP,KG_CAP,2000,0.324378998
JPN,SHEEP,KG_CAP,2001,0.310996772
JPN,SHEEP,KG_CAP,2002,0.297423731
JPN,SHEEP,KG_CAP,2003,0.255047498
JPN,SHEEP,KG_CAP,2004,0.322503797
JPN,SHEEP,KG_CAP,2005,0.367721359
JPN,SHEEP,KG_CAP,2006,0.370241212
JPN,SHEEP,KG_CAP,2007,0.26686991
JPN,SHEEP,KG_CAP,2008,0.269907059
JPN,SHEEP,KG_CAP,2009,0.272553472
JPN,SHEEP,KG_CAP,2010,0.218548879
JPN,SHEEP,KG_CAP,2011,0.220323466
JPN,SHEEP,KG_CAP,2012,0.190034662
JPN,SHEEP,KG_CAP,2013,0.12590341
JPN,SHEEP,KG_CAP,2014,0.141513953
JPN,SHEEP,KG_CAP,2015,0.132097181
JPN,SHEEP,KG_CAP,2016,0.146290821
JPN,SHEEP,KG_CAP,2017,0.147081018
JPN,SHEEP,KG_CAP,2018,0.146439871
JPN,SHEEP,KG_CAP,2019,0.143446751
JPN,SHEEP,KG_CAP,2020,0.140342237
JPN,SHEEP,KG_CAP,2021,0.137343716
JPN,SHEEP,KG_CAP,2022,0.134228444
JPN,SHEEP,KG_CAP,2023,0.131137847
JPN,SHEEP,KG_CAP,2024,0.128077638
JPN,SHEEP,KG_CAP,2025,0.125060061
JPN,SHEEP,KG_CAP,2026,0.122135792
KOR,BEEF,KG_CAP,1991,5.085481244
KOR,BEEF,KG_CAP,1992,5.685434485
KOR,BEEF,KG_CAP,1993,5.325764908
KOR,BEEF,KG_CAP,1994,5.698819237
KOR,BEEF,KG_CAP,1995,6.568428536
KOR,BEEF,KG_CAP,1996,6.829305997
KOR,BEEF,KG_CAP,1997,7.729009616
KOR,BEEF,KG_CAP,1998,6.969364118
KOR,BEEF,KG_CAP,1999,8.279547316
KOR,BEEF,KG_CAP,2000,8.620042072
KOR,BEEF,KG_CAP,2001,7.458288254
KOR,BEEF,KG_CAP,2002,8.466337493
KOR,BEEF,KG_CAP,2003,8.154707856
KOR,BEEF,KG_CAP,2004,6.632394529
KOR,BEEF,KG_CAP,2005,6.11220841
KOR,BEEF,KG_CAP,2006,6.780560742
KOR,BEEF,KG_CAP,2007,7.565595497
KOR,BEEF,KG_CAP,2008,7.792233172
KOR,BEEF,KG_CAP,2009,7.271492577
KOR,BEEF,KG_CAP,2010,8.398852223
KOR,BEEF,KG_CAP,2011,8.778951393
KOR,BEEF,KG_CAP,2012,8.903724892
KOR,BEEF,KG_CAP,2013,9.310535675
KOR,BEEF,KG_CAP,2014,9.743501475
KOR,BEEF,KG_CAP,2015,10.00726954
KOR,BEEF,KG_CAP,2016,10.25662694
KOR,BEEF,KG_CAP,2017,10.32472909
KOR,BEEF,KG_CAP,2018,10.35635777
KOR,BEEF,KG_CAP,2019,10.36811928
KOR,BEEF,KG_CAP,2020,10.40459922
KOR,BEEF,KG_CAP,2021,10.4556347
KOR,BEEF,KG_CAP,2022,10.51066989
KOR,BEEF,KG_CAP,2023,10.57312445
KOR,BEEF,KG_CAP,2024,10.61521951
KOR,BEEF,KG_CAP,2025,10.67239317
KOR,BEEF,KG_CAP,2026,10.73742478
KOR,PIG,KG_CAP,1991,9.930181903
KOR,PIG,KG_CAP,1992,13.3663785
KOR,PIG,KG_CAP,1993,13.49860219
KOR,PIG,KG_CAP,1994,13.98431521
KOR,PIG,KG_CAP,1995,14.58580624
KOR,PIG,KG_CAP,1996,15.62867316
KOR,PIG,KG_CAP,1997,15.43328518
KOR,PIG,KG_CAP,1998,15.22382964
KOR,PIG,KG_CAP,1999,17.50009978
KOR,PIG,KG_CAP,2000,16.35751996
KOR,PIG,KG_CAP,2001,16.99506182
KOR,PIG,KG_CAP,2002,17.44467082
KOR,PIG,KG_CAP,2003,21.4219869
KOR,PIG,KG_CAP,2004,19.7800284
KOR,PIG,KG_CAP,2005,19.28459935
KOR,PIG,KG_CAP,2006,23.17122883
KOR,PIG,KG_CAP,2007,24.36839456
KOR,PIG,KG_CAP,2008,24.52079617
KOR,PIG,KG_CAP,2009,23.73223265
KOR,PIG,KG_CAP,2010,24.53287572
KOR,PIG,KG_CAP,2011,23.57856452
KOR,PIG,KG_CAP,2012,22.76708759
KOR,PIG,KG_CAP,2013,25.56876362
KOR,PIG,KG_CAP,2014,27.13482204
KOR,PIG,KG_CAP,2015,28.39694358
KOR,PIG,KG_CAP,2016,28.28098219
KOR,PIG,KG_CAP,2017,28.68389659
KOR,PIG,KG_CAP,2018,28.72148825
KOR,PIG,KG_CAP,2019,28.83058547
KOR,PIG,KG_CAP,2020,28.92253601
KOR,PIG,KG_CAP,2021,29.01529904
KOR,PIG,KG_CAP,2022,29.1037752
KOR,PIG,KG_CAP,2023,29.21553514
KOR,PIG,KG_CAP,2024,29.31820167
KOR,PIG,KG_CAP,2025,29.42698784
KOR,PIG,KG_CAP,2026,29.54406324
KOR,POULTRY,KG_CAP,1990,5.570101841
KOR,POULTRY,KG_CAP,1991,6.73820303
KOR,POULTRY,KG_CAP,1992,7.550072024
KOR,POULTRY,KG_CAP,1993,7.874408791
KOR,POULTRY,KG_CAP,1994,7.918353815
KOR,POULTRY,KG_CAP,1995,8.63189222
KOR,POULTRY,KG_CAP,1996,9.256490955
KOR,POULTRY,KG_CAP,1997,8.647657394
KOR,POULTRY,KG_CAP,1998,7.661475702
KOR,POULTRY,KG_CAP,1999,9.469310059
KOR,POULTRY,KG_CAP,2000,9.865327587
KOR,POULTRY,KG_CAP,2001,10.78887746
KOR,POULTRY,KG_CAP,2002,11.13886414
KOR,POULTRY,KG_CAP,2003,9.783337465
KOR,POULTRY,KG_CAP,2004,8.647423374
KOR,POULTRY,KG_CAP,2005,11.10955584
KOR,POULTRY,KG_CAP,2006,11.84928027
KOR,POULTRY,KG_CAP,2007,11.64690947
KOR,POULTRY,KG_CAP,2008,11.51931176
KOR,POULTRY,KG_CAP,2009,12.22446684
KOR,POULTRY,KG_CAP,2010,13.39090333
KOR,POULTRY,KG_CAP,2011,14.334834
KOR,POULTRY,KG_CAP,2012,14.35078041
KOR,POULTRY,KG_CAP,2013,14.51167628
KOR,POULTRY,KG_CAP,2014,16.25581076
KOR,POULTRY,KG_CAP,2015,16.67493819
KOR,POULTRY,KG_CAP,2016,16.93650248
KOR,POULTRY,KG_CAP,2017,16.68395888
KOR,POULTRY,KG_CAP,2018,16.87509988
KOR,POULTRY,KG_CAP,2019,17.00155915
KOR,POULTRY,KG_CAP,2020,17.12078986
KOR,POULTRY,KG_CAP,2021,17.23308931
KOR,POULTRY,KG_CAP,2022,17.38191597
KOR,POULTRY,KG_CAP,2023,17.50400032
KOR,POULTRY,KG_CAP,2024,17.64768472
KOR,POULTRY,KG_CAP,2025,17.78265083
KOR,POULTRY,KG_CAP,2026,17.90786491
KOR,SHEEP,KG_CAP,1990,0.204153199
KOR,SHEEP,KG_CAP,1991,0.157340811
